Region,District,Sub-county,0-4,0-8,0-17,12-Jun,13-18,18-30,14-64,60+,15-24,15-29,15 -49,65+
Northern,Otuke,District,19102,33465,59532,22960,16454,20898,52107,4950,20338,26947,22602,3403
Northern,Oyam,Aber,5868,10362,19273,7760,5460,6899,16660,1456,6946,8979,7472,1022
Northern,Oyam,Abok,3250,5716,10139,4031,2688,3505,8657,777,3387,4560,3830,534
Northern,Oyam,Acaba,4818,8676,15974,6406,4486,5747,14114,1382,5680,7530,6193,984
Northern,Oyam,Aleka,5442,9670,17142,6869,4609,6249,14662,1231,6008,7991,6530,849
Northern,Oyam,Iceme,8478,14951,26743,10461,7417,9528,23320,2204,9402,12431,10251,1536
Northern,Oyam,Kamdini,7414,12943,23127,9108,6255,8697,20519,1589,8327,11054,9336,1079
Northern,Oyam,Loro,9255,16387,30557,12093,8995,11717,28166,2459,11786,15303,12519,1664
Northern,Oyam,Minakulu,6874,12165,22033,8921,5937,7723,18787,1446,7653,9974,8516,1000
Northern,Oyam,Myene,5234,9091,16179,6317,4375,5657,13654,1027,5673,7391,6159,689
Northern,Oyam,Ngai,5232,9159,16551,6520,4549,5723,14432,1447,5668,7488,6214,1036
Northern,Oyam,Otwal,4630,8224,14812,5986,4014,5404,13139,1152,5111,6861,5853,792
Northern,Oyam,Oyam Town Council,1844,3263,6167,2425,1831,2576,6022,507,2434,3270,2725,383
Northern,Oyam,District,68339,120607,218697,86897,60616,79425,192132,16677,78075,102832,85598,11568
Northern,Pader,Acholibur,2432,4449,8153,3278,2365,2791,6978,584,2797,3598,3168,431
Northern,Pader,Angagura,1556,2777,5177,2051,1491,1815,4547,342,1806,2341,2029,247
Northern,Pader,Atanga,2828,4966,8949,3400,2521,3095,7736,608,2995,3995,3452,436
Northern,Pader,Awere,3370,6185,11419,4567,3263,3755,9643,776,3882,4959,4357,543
Northern,Pader,Laguti,2511,4435,7960,3136,2194,2566,6563,598,2532,3327,2861,425
Northern,Pader,Lapul,3225,5826,10482,4209,2832,3688,9062,811,3549,4674,4022,601
Northern,Pader,Latanya,2768,5027,9039,3642,2482,2997,7402,630,2986,3892,3293,434
Northern,Pader,Ogom,1493,2709,4806,1952,1250,1326,3883,688,1326,1764,1687,589
Northern,Pader,Pader,1676,3001,5311,2142,1415,1954,4851,328,1718,2411,2046,236
Northern,Pader,Pader Town Council,2104,3845,7029,2809,2007,3066,6706,442,2683,3740,3172,329
Northern,Pader,Pajule,3870,7111,13286,5361,3898,4622,11322,902,4739,6035,5067,649
Northern,Pader,Puranga,3503,6212,11201,4432,3121,3698,9204,776,3637,4809,4121,551
Northern,Pader,District,31336,56543,102812,40979,28839,35373,87897,7485,34650,45545,39275,5471
Northern,Yumbe,Apo,6969,14869,27043,12442,6656,6826,16380,1469,6948,9072,7460,1210
Northern,Yumbe,Ariwa,4287,8348,15127,6466,3852,4324,10767,841,4409,5742,4550,584
Northern,Yumbe,Drajini,5703,10884,19720,8415,5014,5811,14359,817,5769,7570,6448,568
Northern,Yumbe,Kei,8893,17155,30026,13086,6981,7994,18940,1572,7767,10391,8888,1249
Northern,Yumbe,Kerwa,5520,10477,19852,8412,5586,6384,15478,958,6312,8278,7094,692
Northern,Yumbe,Kochi,7137,14088,26553,11470,7175,7474,18861,1051,7440,9913,8372,680
Northern,Yumbe,Kululu,6353,12788,23179,10228,5801,6468,15445,1372,6233,8420,7142,1086
Northern,Yumbe,Kuru,6590,13303,25760,11252,7294,7416,18504,1018,7640,10017,8780,666
Northern,Yumbe,Lodonga,5181,10452,20106,8760,5609,5905,14365,1060,6160,7959,6353,773
Northern,Yumbe,Midigo,5494,12670,25275,12598,6558,5811,14761,1131,6041,7770,6550,885
Northern,Yumbe,Odravu,7525,14156,25855,10775,6884,8121,19107,1998,7769,10464,8654,1693
Northern,Yumbe,Romogi,5879,13847,29679,14550,8408,6530,18693,1360,7463,9488,8075,1008
Northern,Yumbe,Yumbe Town Council,5919,11736,22028,9347,6126,6947,15844,692,6914,9137,7583,460
Northern,Yumbe,District,81450,164773,310203,137801,81944,86011,211504,15339,86865,114221,95949,11554
Northern,Zombo,Abanga,3324,5849,10339,4137,2630,3138,8184,1020,3092,4128,3736,832
Northern,Zombo,Atyak,4285,7576,12960,5181,3043,3725,9905,1417,3529,4701,4471,1216
Northern,Zombo,Jangokoro,6042,10759,18424,7409,4425,5480,13823,2104,5248,6998,6427,1760
Northern,Zombo,Kango,6784,11931,20369,8208,4783,5947,15755,2125,5623,7547,7075,1744
Northern,Zombo,Nyapea,3968,6912,12054,4797,2987,3741,9831,1357,3585,4788,4389,1093
Northern,Zombo,Paidha,2740,4869,8729,3599,2235,2745,7243,959,2746,3569,3171,768
Northern,Zombo,Paidha Town Council,5157,9188,17324,6754,5246,6851,16236,1314,6559,8704,7457,1039
Northern,Zombo,Warr,3361,6063,10752,4375,2690,3154,8520,1413,3126,4059,3832,1210
Northern,Zombo,Zeu,6701,11900,20683,8447,5008,6203,15966,2111,5917,7879,7169,1808
Northern,Zombo,Zombo Town Council,2269,4084,7019,2818,1711,2002,5407,842,1947,2582,2458,717
Northern,Zombo,District,44631,79131,138653,55725,34758,42986,110870,14662,1372,54955,50185,12187
Western,Buhweju,Bihanga,2325,4208,7401,3054,1851,2857,6709,547,2660,3537,2947,362
Western,Buhweju,Bitsya,2717,4887,8920,3609,2428,3221,8083,717,3182,4203,3468,474
Western,Buhweju,Burere,3604,6361,10967,4394,2677,4234,9482,687,3722,5149,4184,465
Western,Buhweju,Engaju,3929,6744,11075,4381,2453,3967,8927,648,3387,4711,4094,437
Western,Buhweju,Karungu,2520,4618,8416,3475,2283,3216,7811,806,3094,4115,3504,612
Western,Buhweju,Nsiika Town Council,433,807,1496,593,449,696,1578,111,654,877,720,79
Western,Buhweju,Nyakishana,3432,5939,10287,4096,2543,3907,8969,605,3429,4772,3890,388
Western,Buhweju,Rwengwe,2827,5049,9021,3649,2430,3665,8796,801,3377,4562,3872,568
Western,Buhweju,District,21787,38613,67583,27251,17114,25763,60355,4922,23505,31926,26679,3385
Western,Buliisa,Biiso,3188,5499,9497,3661,2456,3348,8097,636,3124,4204,3604,406
Western,Buliisa,Buliisa,3510,5891,9813,3804,2275,3605,8267,573,3157,4301,3806,367
Western,Buliisa,Buliisa Town Council,1462,2481,4031,1500,928,1572,3589,279,1345,1867,1579,196
Western,Buliisa,Butiaba,4699,7540,12344,4402,3182,6835,13792,561,5364,7772,6411,364
Western,Buliisa,Kigwera,2702,4530,7573,2768,1941,3081,6861,528,2729,3729,3015,377
Western,Buliisa,Kihungya,2361,4222,7440,2938,1971,2359,5961,429,2316,3052,2708,276
Western,Buliisa,Ngwedo,3498,5865,10041,3731,2589,3567,8355,655,3299,4393,4015,408
Western,Buliisa,District,21420,36028,60739,22804,15342,24367,54922,3661,21334,29318,25138,2394
Western,Bundibugyo,Bukonzo,2090,3608,6214,2373,1661,2473,5228,401,2169,2934,2332,259
Western,Bundibugyo,Harugale,2344,4191,7225,2864,1897,3016,6334,444,2666,3569,2822,278
Western,Bundibugyo,Nduguto,2182,3862,6588,2593,1732,2498,5696,369,2275,3015,2507,226
Western,Bundibugyo,Ngamba,1971,3494,6121,2431,1603,2403,5176,332,2114,2858,2352,208
Western,Bundibugyo,Ntotoro,2105,3533,5895,2196,1504,2271,5264,493,2027,2729,2448,299
Western,Bundibugyo,Sindila,2120,3716,6366,2525,1620,2444,5423,449,2230,2954,2490,298
Western,Bundibugyo,Kasitu,4260,7266,12163,4693,3020,4751,10353,667,4111,5589,4641,410
Western,Bundibugyo,Bubandi,4343,7269,12207,4478,3143,4611,10872,979,4222,5694,4979,620
Western,Bundibugyo,Bubukwanga,4407,7362,12524,4647,3249,4947,11688,1165,4500,6046,5363,761
Western,Bundibugyo,Bundibugyo Town Council,3162,5320,9270,3335,2668,5101,10600,615,4191,5951,4973,397
Western,Bundibugyo,Busaru,2949,4931,8342,3046,2209,3259,7516,589,3075,4074,3386,388
Western,Bundibugyo,Kirumya,2256,3788,6279,2324,1541,2454,5579,466,2160,2944,2556,283
Western,Bundibugyo,Kisubba,3460,5791,9610,3667,2316,3720,8311,657,3263,4378,3885,412
Western,Bundibugyo,Mirambi,2575,4419,7533,2865,1965,2849,6510,567,2579,3465,3013,376
Western,Bundibugyo,Nyahuka Town Council,3178,5318,9164,3290,2558,3906,8531,564,3468,4753,4170,368
Western,Bundibugyo,District,43402,73868,125501,47327,32686,50703,113081,8757,45050,60953,51917,5583
Western,Bushenyi,Central Divison,2133,3714,7218,2689,2393,4094,9377,817,3605,4996,4259,593
Western,Bushenyi,Ishaka Divison,1879,3044,5766,1961,2049,4895,9300,538,3956,5546,4432,388
Western,Bushenyi,Nyakabirizi Division,957,1719,3619,1374,1310,1831,4533,462,1798,2393,1988,342
Western,Bushenyi,Bitooma,2364,4273,7605,3002,2031,2732,6686,579,2667,3522,3010,407
Western,Bushenyi,Bumbaire,1813,3513,7122,2963,2342,2974,7803,1076,3065,3929,3479,821
Western,Bushenyi,Ibaare,1681,3025,5921,2368,1808,2276,6067,806,2236,2968,2805,616
Western,Bushenyi,Kakanju,3606,6633,12504,4965,3746,4791,11923,1186,4767,6180,5278,847
Western,Bushenyi,Kyabugimbi,2838,5080,10055,3918,3267,3980,10433,1161,4033,5293,4627,824
Western,Bushenyi,Kyamuhunga,5484,9894,18374,7342,5386,8574,19690,1547,7671,10439,8773,1087
Western,Bushenyi,Kyeizooba,3654,6511,12902,5005,4222,5683,14812,1906,5600,7386,6432,1424
Western,Bushenyi,Nyabubare,5385,9675,18722,7368,5826,7883,19257,1721,7650,10105,8749,1252
Western,Bushenyi,Ruhumuro,2381,4225,7650,3047,2032,2768,6734,560,2674,3530,2961,373
Western,Bushenyi,District,34175,61306,117458,46002,36412,52481,126615,12359,49722,66287,56793,8974
Western,Hoima,Buhanika,2463,4233,7345,2835,1903,3120,7351,634,2742,3754,3002,464
Western,Hoima,Buseruka,7846,13222,21670,8094,5406,10408,21983,1154,8261,11803,9648,716
Western,Hoima,Kigorobya,13307,22589,38311,14610,9663,14276,33453,2372,12902,17469,14754,1542
Western,Hoima,Kigorobya Town Council,1075,1730,3032,1044,866,1321,3009,202,1191,1626,1472,137
Western,Hoima,Kitoba,6318,10883,18819,7254,4908,7752,17916,1579,6840,9385,7566,1101
Western,Hoima,Kyabigambire,7423,12633,21978,8297,5811,8741,21186,1953,7921,10748,8723,1401
Western,Hoima,Bugambe,5427,9196,16062,6128,4261,6876,15799,1262,6028,8271,6675,887
Western,Hoima,Buhimba,7043,12213,21571,8329,5734,8205,19975,1825,7707,10240,8374,1332
Western,Hoima,Kabwoya,13743,22518,36604,13581,8417,15651,34222,1894,12731,18056,14460,1226
Western,Hoima,Kiziranfumbi,6692,11388,19543,7445,4910,7406,17608,1376,6623,9048,7495,998
Western,Hoima,Kyangwali,20248,33526,53928,20092,12017,20698,46930,2540,17014,24236,20720,1513
Western,Hoima,Bujumbura Division,3473,5958,10964,4203,3292,5459,12155,996,4937,6616,5727,764
Western,Hoima,Busiisi Division,3239,5449,9711,3602,2862,4623,10449,959,4176,5659,4590,740
Western,Hoima,Kahoora Divison,5282,8411,14901,5086,4703,11078,20879,630,8665,12595,10989,433
Western,Hoima,Mparo Divison,3783,6303,11213,4132,3170,5795,12433,971,5052,6922,5636,691
Western,Hoima,District,107362,180252,305652,114732,77923,131409,295348,20347,112790,156428,129831,13945
Western,Ibanda,Bisheshe,4081,7329,13262,5176,3682,4950,12818,1296,4786,6398,5670,875
Western,Ibanda,Ibanda Town Council,4347,7403,13967,5152,4549,8969,18882,1260,7580,10600,8945,894
Western,Ibanda,Igorora Town Council,861,1551,2941,1165,883,1326,3180,313,1216,1649,1480,218
Western,Ibanda,Ishongororo,2562,4630,8251,3269,2184,2794,7425,711,2712,3607,3292,470
Western,Ibanda,Ishongororo Town Council,3658,6438,11536,4493,3142,4639,11466,914,4316,5798,5170,595
Western,Ibanda,Kashangura,2659,4972,9307,3789,2732,3477,9035,983,3521,4607,3928,722
Western,Ibanda,Keihangara,1772,3265,6281,2572,1929,2278,6078,577,2345,3052,2688,402
Western,Ibanda,Kicuzi,3259,5639,9394,3656,2214,3362,8181,629,2974,4074,3590,381
Western,Ibanda,Kijongo,1747,3186,5980,2369,1763,2089,5498,501,2212,2795,2555,352
Western,Ibanda,Kikyenkye,2348,4211,7926,3168,2314,3002,7877,909,2979,3926,3439,612
Western,Ibanda,Nsasi,1292,2377,4441,1775,1276,1648,4301,404,1629,2141,1838,288
Western,Ibanda,Nyabuhikye,2839,5188,9778,3979,2867,4034,10001,1036,3956,5129,4339,743
Western,Ibanda,Nyamarebe,3866,6877,12028,4814,3070,4500,11318,889,3969,5518,5042,570
Western,Ibanda,Rukiri,3670,6765,12704,5130,3733,4947,12947,1438,4809,6390,5548,1021
Western,Ibanda,Rushango Town Council,754,1287,2138,806,534,826,1998,163,712,990,904,109
Western,Ibanda,District,39715,71118,129934,51313,36872,52841,131005,12023,49716,66674,58428,8252
Western,Isingiro,Endiinzi,4553,7662,13008,5005,3152,5020,12415,986,4293,6049,5419,692
Western,Isingiro,Kashumba,3915,6811,12234,4805,3260,4520,11248,881,4276,5706,4883,645
Western,Isingiro,Mbaare,6352,10895,18682,7276,4627,6889,16818,1231,6188,8404,7332,830
Western,Isingiro,Ngarama,5795,10466,19350,7883,5309,6698,17623,1531,6508,8608,7763,1046
Western,Isingiro,Rugaaga,6155,10682,18347,7265,4472,6495,16511,1440,5908,8047,7271,975
Western,Isingiro,Rushasha,2808,4676,7483,2854,1574,2545,6295,498,2084,2976,2744,280
Western,Isingiro,Nakivale Refugee Camp,10745,19001,32501,13096,7810,10960,27628,1482,9921,13525,12730,888
Western,Isingiro,Birere,3451,6080,11027,4398,3049,4416,11176,1239,4080,5510,4893,881
Western,Isingiro,Isingiro Town Council,4755,8226,14687,5772,3834,5784,14271,1248,5113,7071,6428,859
Western,Isingiro,Kaberebere Town Council,1053,1724,2973,1083,825,1584,3522,256,1301,1854,1638,170
Western,Isingiro,Kabingo,3761,6518,11741,4546,3192,4476,11473,1033,4124,5631,5045,740
Western,Isingiro,Kabuyanda,3877,6853,12070,4855,3049,3977,10389,957,3757,5038,4743,673
Western,Isingiro,Kabuyanda Town Council,2708,4886,8704,3530,2224,3142,8444,883,2899,3927,3727,564
Western,Isingiro,Kikagate,9296,16708,29295,12124,6974,9122,24212,2125,8447,11484,11245,1448
Western,Isingiro,Masha,4494,7758,13727,5233,3675,5742,13928,1142,5060,7026,5947,805
Western,Isingiro,Nyakitunda,7912,13996,24272,9979,5600,7655,19802,1629,7093,9615,9260,1049
Western,Isingiro,Nyamuyanja,2800,5001,8853,3601,2254,3027,7761,712,2776,3790,3442,498
Western,Isingiro,Ruborogota,2960,5278,9536,3799,2570,3354,9127,878,3160,4248,3897,578
Western,Isingiro,Oruchinga Refugee Camp,636,1092,1863,752,423,559,1559,116,516,715,729,59
Western,Isingiro,District,88026,154313,270353,107856,67873,95965,244202,20267,87504,119224,109136,13680
Western,Kabale,Central Division,2812,4963,9651,3784,3042,4079,10764,1375,3981,5267,4487,964
Western,Kabale,Northern Division,2235,3714,5939,2216,1296,1999,4827,414,1803,2471,2405,255
Western,Kabale,Southern Division,3875,7039,13581,5403,4191,5390,14291,1820,5342,6970,6233,1273
Western,Kabale,Bubaare,1879,2925,5293,1755,1714,4313,8682,464,3177,4824,4246,278
Western,Kabale,Bufundi,1762,2899,5207,1849,1602,3423,7454,557,2792,3973,3434,397
Western,Kabale,Buhara,2386,3964,7221,2627,2202,4794,10174,794,3808,5472,4610,564
Western,Kabale,Bukinda,4074,7244,13477,5249,3909,4751,13503,1759,4739,6220,6011,1232
Western,Kabale,Butanda,3348,5767,10069,3811,2737,3662,9204,951,3529,4658,4370,648
Western,Kabale,Hamurwa,3341,5977,11004,4342,3155,4163,10748,1305,3963,5344,4857,939
Western,Kabale,Hamurwa Town Council,1424,2497,4745,1857,1443,2137,5197,546,1905,2612,2373,410
Western,Kabale,Ikumba,2824,5000,9481,3753,2806,4073,10164,1037,3712,5017,4506,729
Western,Kabale,Kaharo,2831,5067,9802,3880,3018,4177,11005,1462,3954,5258,4733,1028
Western,Kabale,Kamuganguzi,3371,5875,10813,4183,3120,4288,11263,1375,4048,5415,4847,975
Western,Kabale,Kamwezi,4704,8294,15065,5863,4225,5622,14162,1455,5485,7229,6593,1049
Western,Kabale,Kashambya,4979,9116,17442,7017,5271,7203,18419,1939,6963,9158,8227,1338
Western,Kabale,Katuna Town Council,4208,7535,13873,5558,3850,5027,13336,1391,4841,6456,6276,938
Western,Kabale,Kitumba,4838,8406,14963,5785,4045,5492,13872,1222,5309,7006,6327,827
Western,Kabale,Kyanamira,822,1428,2626,995,774,1094,2739,252,991,1368,1234,170
Western,Kabale,Maziba,5883,9751,17087,6297,4599,6364,15888,1530,6095,8141,7698,1015
Western,Kabale,Muhanga Town Council,8001,13848,24915,9683,6891,9962,24831,2117,9269,12436,11067,1390
Western,Kabale,Muko,3038,5349,9765,3825,2744,3471,8815,804,3372,4462,4030,554
Western,Kabale,Nyamweru,1437,2573,4905,1901,1550,2187,5478,684,2089,2762,2270,481
Western,Kabale,Rubaya,4246,7533,13634,5301,3792,5261,14379,1637,4848,6671,6285,1079
Western,Kabale,Ruhija,4239,7538,13806,5483,3842,5220,13497,1511,4993,6643,6074,994
Western,Kabale,Rwamucucu,1655,2863,5264,1974,1589,2727,6577,751,2352,3302,2787,526
Western,Kabale,District,84212,147165,269628,104391,77407,110879,279269,29152,103360,139135,125980,20053
Western,Kabarole,Eastern Division,2631,4437,8062,2889,2649,5437,11345,801,4462,6259,5182,577
Western,Kabarole,Southern Division,2035,3236,6016,2008,2132,5206,9911,555,4073,5915,4730,401
Western,Kabarole,Western Division,2582,4219,7599,2638,2464,5775,10971,547,4614,6515,5273,383
Western,Kabarole,Buheesi,6548,11563,20022,7893,5071,7579,17978,1923,6809,9266,7681,1359
Western,Kabarole,Kabonero,3789,6676,11436,4463,2938,3966,9270,840,3794,5021,4012,574
Western,Kabarole,Katebwa,4236,7532,12735,5077,3154,4080,9544,756,3925,5137,4243,500
Western,Kabarole,Kibiito,3320,5819,10298,4021,2730,4085,9602,955,3709,5055,4189,668
Western,Kabarole,Kibiito Town Council,2059,3705,6767,2603,1968,2776,6693,701,2657,3551,2944,494
Western,Kabarole,Kisomoro,4091,7211,12822,5061,3520,4889,11891,1355,4615,6150,5118,1013
Western,Kabarole,Rubona Town Council,943,1637,2858,1080,807,1363,3026,280,1226,1653,1346,209
Western,Kabarole,Rwimi,2935,5213,9216,3643,2496,3665,8809,865,3283,4495,3766,593
Western,Kabarole,Rwimi Town Council,2710,4570,8094,3022,2263,3779,8487,557,3358,4614,3832,355
Western,Kabarole,Bukuuku,1826,3229,5881,2284,1693,2465,5873,569,2305,3101,2499,413
Western,Kabarole,Busoro,4100,7109,12753,4812,3712,6518,14589,1413,5537,7725,5871,1005
Western,Kabarole,Hakibaale,6469,11050,19264,7252,5196,8325,19164,1862,7356,10052,7829,1302
Western,Kabarole,Karago Town Council,1562,2748,4973,1929,1433,2277,5124,519,2051,2771,2186,380
Western,Kabarole,Karambi,3873,6816,12548,4727,3899,6706,14694,1515,5921,8010,6325,1107
Western,Kabarole,Karangura,2456,4315,7374,2975,1787,2552,5813,468,2380,3120,2502,310
Western,Kabarole,Kasenda,4300,7625,13503,5368,3542,4781,12224,1109,4501,6072,5324,707
Western,Kabarole,Kicwamba,6161,10676,19028,7384,5295,8212,18385,1568,7445,9964,7677,1067
Western,Kabarole,Kiko Town Council,1861,3260,5847,2212,1676,2888,6739,683,2450,3421,2772,471
Western,Kabarole,Kijura Town Council,1830,3101,5254,1982,1436,2839,6043,496,2276,3176,2359,335
Western,Kabarole,Mugusu,4096,7234,12919,5137,3494,5145,12156,1283,4876,6442,5151,942
Western,Kabarole,Ruteete,3080,5477,9503,3712,2560,4047,9434,929,3541,4874,4066,658
Western,Kabarole,District,79493,138458,244772,94172,67915,109355,247765,22549,97164,132359,106877,15823
Western,Kamwenge,Biguli,6502,11017,18708,7037,4761,7409,17641,1253,6421,8863,7710,828
Western,Kamwenge,Busiriba,5336,9188,15799,6030,4066,5725,13996,1135,5379,7193,6337,747
Western,Kamwenge,Bwizi,6030,10056,16613,6245,3900,5838,14095,947,5124,7120,6348,586
Western,Kamwenge,Kabambiro,3149,5366,8861,3298,2107,3092,7637,608,2803,3841,3435,370
Western,Kamwenge,Kahunge,6844,11879,20261,7780,5192,7465,18408,1467,6874,9322,8131,916
Western,Kamwenge,Kamwenge,4113,7190,12250,4705,3148,4424,11165,981,4077,5547,4881,597
Western,Kamwenge,Kamwenge Town Council,3176,5472,9308,3439,2407,4588,10242,714,3784,5417,4588,458
Western,Kamwenge,Bihanga,2685,4620,7911,3069,2000,2982,7268,563,2661,3638,3208,371
Western,Kamwenge,Nkoma,6410,10660,17750,6523,4379,6853,16132,1165,6100,8392,7022,757
Western,Kamwenge,Rwamwanja Refugee Camp,10072,16428,24151,9103,3978,8593,17954,821,5934,9231,8303,390
Western,Kamwenge,Buhanda,4349,7841,13578,5463,3403,4629,11858,1077,4318,5803,5307,734
Western,Kamwenge,Kanara,2662,4604,7793,3043,1811,2665,6762,521,2318,3278,2950,314
Western,Kamwenge,Kicheche,4040,7312,13681,5417,3973,5401,14130,1585,5257,6963,6116,1128
Western,Kamwenge,Mahyoro,5476,9206,15642,5918,3855,6223,15203,1123,5249,7427,6554,662
Western,Kamwenge,Ntara,5308,9552,16305,6424,4008,5546,13990,1292,5066,6955,6277,881
Western,Kamwenge,Nyabbani,3772,6870,12345,4935,3341,4281,11181,1020,4198,5515,4968,662
Western,Kamwenge,District,79924,137261,230956,88429,56329,85714,207662,16272,75563,104505,92135,10401
Western,Kanungu,Butogota Town Council,1667,2953,5395,2081,1549,2316,5619,417,2055,2888,2521,273
Western,Kanungu,Inyanga,3294,6169,11742,4759,3500,4363,11651,1286,4369,5694,5170,899
Western,Kanungu,Kambuga,746,1335,2752,1043,1002,1376,3366,358,1328,1739,1453,254
Western,Kanungu,Kambuga Town Council,2108,3809,7266,2808,2311,3244,8173,763,3145,4197,3717,558
Western,Kanungu,Kanungu Town Council,3122,5722,10261,4037,2859,3822,9915,957,3596,4869,4298,632
Western,Kanungu,Kanyantorogo,1149,2122,3816,1484,1052,1438,3712,380,1287,1785,1662,273
Western,Kanungu,Katete,4542,8396,15174,6227,4044,5687,14061,1200,5243,7042,6280,791
Western,Kanungu,Kayonza,3079,5536,9845,3850,2664,3591,9291,731,3335,4481,4067,472
Western,Kanungu,Kihihi,3003,5388,10062,3771,3142,4605,10952,861,4319,5827,4949,596
Western,Kanungu,Kihiihi Town Council,1699,2886,4828,1832,1166,1783,4166,380,1623,2199,2047,244
Western,Kanungu,Kinaaba,2657,4975,9230,3684,2683,3733,9298,988,3559,4696,4036,672
Western,Kanungu,Kirima,2533,4347,7164,2785,1566,2270,5519,472,2082,2832,2771,309
Western,Kanungu,Mpungu,1367,2479,4637,1815,1399,1743,4725,463,1710,2266,1972,317
Western,Kanungu,Nyakinoni,3291,5818,10186,3977,2670,3755,9734,884,3377,4690,4233,566
Western,Kanungu,Nyamirama,1208,2209,4023,1584,1158,1393,3933,381,1440,1850,1711,252
Western,Kanungu,Rugyeyo,3123,5724,11020,4362,3332,4188,11128,1239,4228,5539,4884,846
Western,Kanungu,Rutenga,2486,4317,7587,2867,2040,2865,6946,592,2736,3635,3240,408
Western,Kanungu,District,41074,74185,134988,52966,38137,52172,132189,12352,49432,66229,59011,8362
Western,Kasese,Bulembia Division,2433,4147,7300,2803,1954,2984,6757,420,2767,3641,3055,276
Western,Kasese,Central Division,5382,8982,15518,5560,4426,8397,17700,545,6891,9736,8838,319
Western,Kasese,Nyamwamba Division,9744,16145,27616,9884,7746,16054,32114,1136,12727,18410,15679,705
Western,Kasese,Bwera,3313,5621,9986,3824,2709,3621,8736,857,3562,4611,3965,584
Western,Kasese,Ihandiro,2722,4626,7711,2972,1845,2673,6378,607,2468,3325,2858,381
Western,Kasese,Isango,1471,2567,4605,1746,1362,1789,4204,381,1752,2268,1885,256
Western,Kasese,Karambi,4702,8153,14414,5462,4073,5704,13284,1099,5453,7167,6025,715
Western,Kasese,Kisinga,6612,11651,21123,8357,5936,8524,21058,1919,7855,10513,9449,1281
Western,Kasese,Kitholhu,3183,5592,9846,3895,2564,3326,8235,720,3210,4215,3776,455
Western,Kasese,Kyarumba,8482,14643,24929,9638,6117,8344,20058,1532,7689,10266,9121,946
Western,Kasese,Kyondo,4825,8386,14194,5578,3290,4648,11287,958,4278,5772,5090,642
Western,Kasese,Mahango,4171,7175,11991,4618,2885,4052,9319,670,3699,4932,4289,388
Western,Kasese,Mpondwe-Lhubiriha,8463,14636,26757,10070,8183,12706,27770,1834,11374,15467,12888,1200
Western,Kasese,Munkunyu,6077,10545,18634,7154,5123,7157,17278,1511,6724,8836,7843,973
Western,Kasese,Nyakatonzi,757,1392,2760,1134,850,987,2674,217,982,1274,984,127
Western,Kasese,Nyakiyumbu,5924,9952,17340,6465,4701,6413,15348,1361,6065,7981,7038,831
Western,Kasese,Bugoye,6972,11949,20423,7926,5188,7838,17471,1254,7197,9513,8030,871
Western,Kasese,Buhuhira,3868,6675,11155,4328,2648,3655,8459,641,3390,4492,3766,395
Western,Kasese,Bwesumbu,4925,8364,13340,5183,2927,4322,9278,519,3864,5084,4262,332
Western,Kasese,Hima Town Council,2184,3759,6466,2471,1745,3571,7345,344,2779,4050,3336,217
Western,Kasese,Karusandara,2316,3817,6446,2448,1560,2602,6140,528,2132,3054,2518,354
Western,Kasese,Katwe Kabatoro Town Council,1023,1716,2936,1081,779,1546,3537,332,1247,1750,1480,200
Western,Kasese,Kilembe,2807,4779,7961,3084,1876,2743,6232,454,2516,3328,2852,296
Western,Kasese,Kitswamba,5204,9082,15897,6115,4331,6384,15368,1218,5849,7767,6532,771
Western,Kasese,Kyabarungira,3142,5528,9703,3799,2555,3373,7894,654,3366,4329,3562,440
Western,Kasese,Lake Katwe,3550,5898,10142,3816,2668,4630,10541,690,3836,5368,4555,431
Western,Kasese,Maliba,9030,15755,27050,10563,6975,9624,22201,1688,9037,11850,9955,1075
Western,Kasese,Muhokya,3847,6425,10826,4090,2594,4169,9667,689,3705,5021,4348,431
Western,Kasese,Rukoki,3011,5177,8595,3452,1954,2894,6364,427,2586,3471,2978,270
Western,Kasese,District,130140,223137,385664,147516,101564,154730,352697,25205,139000,187491,160957,16162
Western,Kibaale,Birembo,5691,9380,15256,5649,3573,6205,13845,760,5216,7360,6119,453
Western,Kibaale,Bwanswa,3232,5319,9141,3235,2442,3534,8371,698,3375,4482,3457,492
Western,Kibaale,Kakindo,12736,20675,33054,11984,7410,13333,29307,1557,10804,15547,12883,975
Western,Kibaale,Kakumiro Town Council,1738,2904,5096,1888,1419,2417,5251,374,2188,2962,2367,270
Western,Kibaale,Kasambya,6644,10883,17953,6698,4163,6751,15439,964,5931,8192,6660,652
Western,Kibaale,Kisiita,12163,20282,33290,12377,7750,12630,28818,1610,10844,15203,12582,1003
Western,Kibaale,Mpasaana,4823,7966,13148,4889,3070,4813,11423,662,4098,5767,4842,427
Western,Kibaale,Nalweyo,6824,11082,18091,6600,4257,7366,16449,972,6212,8753,7026,626
Western,Kibaale,Nkooko,7263,11872,19815,7270,4814,7379,17225,1098,6492,8990,7274,703
Western,Kibaale,Burora,2931,4814,7867,2881,1854,2547,6177,402,2419,3162,2751,239
Western,Kibaale,Bwikara,8498,14416,24457,9279,6084,8582,20274,1359,7910,10584,9002,841
Western,Kibaale,Kabamba,3830,6179,9990,3544,2344,3802,8449,460,3357,4626,3815,273
